employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-14098443,Awa,Thiam,Masculin,Dakar,Guédiawaye,2024-01-25,Ventes,Spécialiste des Ventes,Master,1607422,Bon,Non,1978-05-09,
00-81820436,Fatou,Ndiaye,Masculin,Louga,Louga,2022-09-17,Ventes,Consultant Commercial,Doctorat,2432274,Satisfaisant,Non,1989-04-21,
00-80054445,Coumba,Sow,Masculin,Dakar,Dakar,2020-02-15,Ressources Humaines,Recruteur,Baccalauréat,2126284,Bon,Non,1987-02-10,
00-60170490,Abdoulaye,Diop,Féminin,Thiès,Mbour,2020-06-29,Ventes,Spécialiste des Ventes,Licence,2272949,Bon,Non,1996-01-31,
00-13448448,Mariama,Thiam,Masculin,Thiès,Thiès,2015-04-30,Ventes,Spécialiste des Ventes,Doctorat,2322881,Bon,Non,1998-04-09,
00-73521929,Awa,Ndiaye,Masculin,Kaolack,Nioro du Rip,2023-03-04,Informatique,Spécialiste Support Informatique,Baccalauréat,1949604,Excellent,Non,2003-11-20,
00-21425691,Mariama,Faye,Masculin,Diourbel,Mbacké,2019-06-07,Service Clientèle,Spécialiste Support,Licence,1719348,Bon,Non,1984-03-25,
00-21278653,Fatou,Thiam,Féminin,Kédougou,Kédougou,2023-09-24,Ventes,Responsable des Ventes,Master,3527691,Bon,Oui,1970-04-20,
00-89246165,Mariama,Ndiaye,Féminin,Dakar,Dakar,2020-07-14,Opérations,Coordinateur Logistique,Licence,1834695,Bon,Oui,1981-08-10,
00-77737903,Fatou,Fall,Masculin,Sédhiou,Sédhiou,2022-12-25,Marketing,Coordinateur Marketing,Licence,1841545,Excellent,Non,1998-12-13,
00-99962943,Abdoulaye,Diop,Masculin,Tambacounda,Bakel,2017-12-14,Informatique,Développeur Logiciel,Master,2937334,Satisfaisant,Non,1980-08-25,
00-40781126,Awa,Diallo,Masculin,Dakar,Pikine,2023-12-11,Informatique,Spécialiste Support Informatique,Licence,1912775,Excellent,Non,1995-04-19,
00-87977109,Adama,Ba,Masculin,Dakar,Pikine,2018-10-01,Service Clientèle,Spécialiste Support,Baccalauréat,2178610,Excellent,Non,1975-04-06,
00-84067785,Cheikh,Ndiaye,Féminin,Kolda,Médina Yoro Foulah,2019-10-26,Opérations,Coordinateur Logistique,Licence,1974506,Bon,Non,1988-01-30,
00-84250773,Coumba,Sow,Féminin,Matam,Ranérou,2018-05-01,Informatique,Développeur Logiciel,Licence,2709430,Satisfaisant,Non,2002-12-12,
00-24362489,Abdoulaye,Faye,Féminin,Matam,Kanel,2023-09-26,Opérations,Coordinateur Logistique,Licence,1888885,Satisfaisant,Non,1994-05-19,
00-96057307,Adama,Ndiaye,Masculin,Kédougou,Saraya,2017-02-15,Service Clientèle,Spécialiste Support,Licence,1837269,Bon,Non,1973-05-20,
00-66590557,Mariama,Faye,Masculin,Kolda,Kolda,2018-09-06,Service Clientèle,Spécialiste Support,Baccalauréat,1844468,Satisfaisant,Non,1989-07-26,
00-45545064,Ibrahima,Gueye,Masculin,Louga,Linguère,2015-12-22,Opérations,Spécialiste des Stocks,Baccalauréat,2208885,À améliorer,Non,1982-06-13,
00-51928769,Fatou,Ba,Masculin,Kaffrine,Koungheul,2019-04-25,Ventes,Spécialiste des Ventes,Doctorat,1661598,À améliorer,Oui,1987-03-17,
00-55367996,Awa,Gueye,Féminin,Dakar,Pikine,2017-05-23,Ressources Humaines,Assistant RH,Baccalauréat,1660443,Bon,Non,1992-09-27,
00-42636120,Adama,Diallo,Féminin,Dakar,Dakar,2020-08-26,Informatique,Spécialiste Support Informatique,Licence,1820041,Bon,Non,1989-10-29,
00-77448816,Ibrahima,Sow,Féminin,Louga,Louga,2017-03-27,Informatique,Administrateur Système,Master,3123229,Excellent,Oui,1983-07-09,
00-77351635,Cheikh,Faye,Masculin,Kolda,Médina Yoro Foulah,2015-03-27,Service Clientèle,Technicien Support,Licence,1839290,Satisfaisant,Oui,1985-08-26,
00-44699521,Adama,Fall,Féminin,Dakar,Pikine,2017-02-21,Opérations,Analyste des Opérations,Master,1722885,Bon,Oui,1984-06-14,
00-90791349,Ibrahima,Ba,Féminin,Kaolack,Kaolack,2019-07-05,Ventes,Représentant Commercial,Licence,2315717,Bon,Non,1975-04-14,
00-18510743,Awa,Diallo,Masculin,Matam,Ranérou,2016-02-29,Ventes,Représentant Commercial,Licence,2186915,Bon,Non,1972-11-25,
00-43324269,Ousmane,Faye,Féminin,Kaolack,Kaolack,2021-06-26,Opérations,Analyste des Opérations,Licence,1682315,Excellent,Oui,1971-12-11,
00-37457064,Adama,Ba,Féminin,Louga,Kébémer,2017-10-18,Service Clientèle,Représentant Service Clientèle,Licence,1973185,Bon,Non,1979-06-13,
00-64711507,Mamadou,Diouf,Féminin,Diourbel,Diourbel,2017-08-24,Ventes,Spécialiste des Ventes,Master,1922724,Bon,Non,1994-08-29,
00-44160093,Ousmane,Thiam,Masculin,Kaolack,Kaolack,2020-05-25,Service Clientèle,Spécialiste Support,Licence,2035717,Bon,Non,1977-05-23,
00-12943511,Fatou,Diouf,Féminin,Dakar,Dakar,2023-06-11,Opérations,Coordinateur Logistique,Licence,1614660,Satisfaisant,Non,1983-09-04,
00-50545587,Abdoulaye,Ndiaye,Masculin,Thiès,Tivaouane,2017-09-30,Informatique,Spécialiste Support Informatique,Licence,1693955,Bon,Oui,1992-03-07,
00-67568362,Ousmane,Diop,Masculin,Louga,Kébémer,2023-08-02,Finance,Comptable,Licence,2447981,Bon,Non,1987-03-29,
00-46721983,Mamadou,Faye,Masculin,Dakar,Dakar,2019-12-21,Opérations,Spécialiste des Stocks,Baccalauréat,1707974,Bon,Non,1986-01-03,
00-74993537,Awa,Thiam,Féminin,Louga,Linguère,2016-07-01,Informatique,Développeur Logiciel,Licence,2613664,Bon,Non,1999-09-12,
00-82241369,Ibrahima,Thiam,Masculin,Tambacounda,Goudiry,2021-10-22,Ventes,Représentant Commercial,Licence,1850913,Bon,Non,1998-01-09,
00-10382729,Adama,Fall,Féminin,Thiès,Thiès,2023-07-28,Marketing,Créateur de Contenu,Licence,2069135,Satisfaisant,Non,2000-11-15,
00-46439924,Awa,Fall,Féminin,Dakar,Pikine,2017-11-08,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1768612,Excellent,Oui,1985-10-16,
00-24037331,Cheikh,Diouf,Féminin,Dakar,Pikine,2021-09-15,Informatique,Développeur Logiciel,Master,3113657,Satisfaisant,Oui,1973-11-09,
00-60537237,Mariama,Thiam,Masculin,Kaolack,Guinguinéo,2019-11-17,Opérations,Spécialiste des Stocks,Baccalauréat,2109843,Satisfaisant,Non,1965-06-03,
00-92866918,Cheikh,Faye,Féminin,Saint-Louis,Podor,2019-03-26,Opérations,Coordinateur Logistique,Licence,2000996,Bon,Non,1994-07-10,
00-69102324,Mariama,Thiam,Féminin,Kaolack,Guinguinéo,2018-10-23,Service Clientèle,Technicien Support,Licence,2391273,Satisfaisant,Oui,1979-01-09,
00-22119306,Ousmane,Diouf,Féminin,Saint-Louis,Saint-Louis,2020-04-06,Service Clientèle,Technicien Support,Baccalauréat,1852859,Bon,Non,1999-09-11,
00-98571165,Mamadou,Ba,Féminin,Dakar,Dakar,2016-09-21,Opérations,Coordinateur Logistique,Licence,2163960,Satisfaisant,Non,1982-08-15,
00-90410932,Fatou,Diop,Féminin,Kolda,Médina Yoro Foulah,2023-10-21,Service Clientèle,Représentant Service Clientèle,Licence,2067269,Bon,Non,2003-07-05,
00-43070778,Adama,Diop,Masculin,Louga,Linguère,2018-08-20,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1803808,Bon,Non,1967-10-27,
00-20550362,Adama,Diop,Masculin,Louga,Kébémer,2017-12-06,Marketing,Spécialiste SEO,Baccalauréat,1960422,Bon,Non,1977-10-10,
00-84522968,Adama,Sow,Féminin,Louga,Kébémer,2019-11-02,Service Clientèle,Spécialiste Support,Baccalauréat,1853766,Bon,Oui,1978-01-05,
00-96921883,Fatou,Ba,Féminin,Saint-Louis,Saint-Louis,2020-02-01,Ressources Humaines,Coordinateur RH,Licence,1831700,Satisfaisant,Oui,2002-06-06,
00-59981121,Ibrahima,Diop,Masculin,Kaolack,Nioro du Rip,2018-07-24,Ventes,Spécialiste des Ventes,Master,2704095,À améliorer,Non,1965-01-11,
00-13325002,Ibrahima,Faye,Féminin,Saint-Louis,Saint-Louis,2018-06-23,Opérations,Spécialiste des Stocks,Baccalauréat,1628047,Bon,Oui,1976-11-26,
00-81182754,Ibrahima,Diallo,Masculin,Saint-Louis,Saint-Louis,2017-07-25,Opérations,Responsable des Opérations,Licence,3324357,Bon,Non,1988-04-15,
00-60337643,Mariama,Thiam,Masculin,Dakar,Pikine,2021-10-01,Ventes,Représentant Commercial,Licence,1873014,Bon,Non,1988-05-26,
00-65091049,Mamadou,Diouf,Féminin,Tambacounda,Goudiry,2023-05-21,Service Clientèle,Spécialiste Support,Licence,1697369,Bon,Oui,1988-04-18,
00-11926705,Mariama,Diouf,Masculin,Louga,Linguère,2019-01-31,Ventes,Spécialiste des Ventes,Doctorat,1688753,Bon,Non,1972-10-06,
00-69471346,Ousmane,Thiam,Féminin,Kaolack,Guinguinéo,2023-12-23,Ventes,Spécialiste des Ventes,Master,2053727,Excellent,Non,1983-09-23,
00-51409041,Ousmane,Sow,Masculin,Tambacounda,Tambacounda,2017-08-08,Service Clientèle,Représentant Service Clientèle,Licence,1618631,À améliorer,Non,1971-12-01,
00-91686348,Mamadou,Gueye,Féminin,Kaolack,Guinguinéo,2017-02-13,Marketing,Coordinateur Marketing,Licence,2103582,Bon,Oui,1970-02-14,
00-64282556,Adama,Ndiaye,Féminin,Ziguinchor,Ziguinchor,2023-01-24,Opérations,Analyste des Opérations,Master,2753322,Bon,Non,1963-06-15,
00-66201522,Ousmane,Diallo,Féminin,Diourbel,Diourbel,2016-11-17,Opérations,Spécialiste des Stocks,Baccalauréat,2052113,Bon,Non,1992-01-22,
00-54829000,Ibrahima,Faye,Féminin,Diourbel,Bambey,2018-08-01,Ventes,Spécialiste des Ventes,Licence,2528988,Bon,Non,1981-05-20,
00-67109058,Fatou,Ndiaye,Féminin,Dakar,Pikine,2016-12-16,Opérations,Coordinateur Logistique,Licence,1598322,Bon,Non,1999-06-17,
00-34299307,Abdoulaye,Gueye,Féminin,Louga,Louga,2024-07-15,Informatique,Développeur Logiciel,Licence,2514683,Satisfaisant,Non,1972-07-30,
00-98133285,Abdoulaye,Diallo,Féminin,Dakar,Guédiawaye,2019-03-20,Opérations,Coordinateur Logistique,Licence,1743870,Bon,Non,1979-12-06,
00-19037184,Adama,Diop,Masculin,Thiès,Mbour,2016-08-10,Ventes,Spécialiste des Ventes,Licence,2218445,Satisfaisant,Oui,1993-07-24,
00-23410324,Awa,Diouf,Masculin,Dakar,Dakar,2024-07-27,Ventes,Consultant Commercial,Licence,3247947,Bon,Non,1978-05-01,
00-43715633,Coumba,Thiam,Masculin,Fatick,Fatick,2021-02-28,Opérations,Coordinateur Logistique,Licence,2235904,Bon,Non,1972-03-29,
00-82054847,Mamadou,Ba,Masculin,Thiès,Mbour,2019-03-05,Ventes,Consultant Commercial,Master,2437061,Excellent,Non,1972-09-27,
00-74585618,Abdoulaye,Thiam,Masculin,Dakar,Dakar,2016-05-07,Service Clientèle,Spécialiste Support,Licence,2161866,Bon,Non,1975-12-25,
00-87556314,Ibrahima,Diouf,Masculin,Kaolack,Guinguinéo,2019-11-28,Service Clientèle,Technicien Support,Baccalauréat,2407336,Bon,Oui,1962-04-23,
00-46667896,Abdoulaye,Ndiaye,Féminin,Kaolack,Nioro du Rip,2024-07-21,Informatique,Administrateur Système,Licence,2969325,Satisfaisant,Non,1959-09-14,
00-45315666,Fatou,Gueye,Féminin,Thiès,Mbour,2016-06-20,Marketing,Coordinateur Marketing,Licence,1890806,Satisfaisant,Non,1995-06-27,
00-32095445,Mamadou,Sow,Féminin,Dakar,Guédiawaye,2020-02-15,Service Clientèle,Spécialiste Support,Licence,1786354,Bon,Oui,1992-12-28,
00-74252953,Ousmane,Sow,Féminin,Dakar,Guédiawaye,2019-09-22,Opérations,Coordinateur Logistique,Licence,1929411,Bon,Oui,1993-02-23,
00-61790520,Coumba,Diop,Masculin,Saint-Louis,Saint-Louis,2019-03-21,Opérations,Coordinateur Logistique,Licence,2110679,Bon,Non,1993-10-24,
00-95303152,Fatou,Diouf,Masculin,Thiès,Thiès,2024-10-05,Ventes,Spécialiste des Ventes,Master,1929641,Satisfaisant,Non,1979-02-14,
00-51575679,Fatou,Ba,Masculin,Diourbel,Bambey,2022-08-15,Opérations,Spécialiste des Stocks,Licence,2013510,À améliorer,Non,1985-01-27,
00-41213772,Coumba,Diouf,Féminin,Saint-Louis,Dagana,2023-07-09,Informatique,Spécialiste Support Informatique,Licence,1924696,Excellent,Non,1997-07-17,
00-46017965,Mamadou,Diop,Féminin,Kaffrine,Kaffrine,2022-02-05,Service Clientèle,Responsable Service Clientèle,Master,2644163,Bon,Non,1988-01-05,
00-51003929,Ousmane,Diallo,Masculin,Sédhiou,Sédhiou,2022-12-16,Service Clientèle,Spécialiste Support,Baccalauréat,1630767,Bon,Oui,1989-02-09,
00-29547737,Cheikh,Ba,Masculin,Sédhiou,Sédhiou,2016-07-17,Service Clientèle,Technicien Support,Licence,1887030,Satisfaisant,Oui,1982-11-20,
00-70055642,Mariama,Thiam,Masculin,Thiès,Mbour,2021-06-23,Informatique,Développeur Logiciel,Master,2614991,Bon,Non,1970-03-14,
00-75934922,Ibrahima,Ba,Féminin,Tambacounda,Bakel,2019-11-11,Ventes,Représentant Commercial,Licence,1768306,Bon,Oui,1997-03-29,
00-37686424,Cheikh,Diallo,Féminin,Kolda,Kolda,2021-01-22,Opérations,Spécialiste des Stocks,Licence,1800857,Excellent,Non,2002-01-19,
00-32328144,Abdoulaye,Ndiaye,Féminin,Diourbel,Diourbel,2015-06-26,Ventes,Spécialiste des Ventes,Master,1887689,Bon,Non,1990-09-12,
00-60936563,Fatou,Ba,Féminin,Ziguinchor,Ziguinchor,2023-02-21,Service Clientèle,Spécialiste Support,Baccalauréat,2208818,Excellent,Non,1968-05-27,
00-11693235,Coumba,Diop,Masculin,Diourbel,Mbacké,2023-07-19,Opérations,Coordinateur Logistique,Licence,2071169,Bon,Oui,1971-01-19,
00-61945598,Cheikh,Diop,Féminin,Kaolack,Nioro du Rip,2017-06-11,Service Clientèle,Spécialiste Support,Licence,1983275,Bon,Non,1999-06-18,
00-36086815,Mamadou,Gueye,Masculin,Kaolack,Nioro du Rip,2021-06-27,Ventes,Consultant Commercial,Licence,3077936,Bon,Oui,1994-12-29,
00-83191432,Coumba,Ndiaye,Féminin,Sédhiou,Bounkiling,2017-08-08,Finance,Analyste Financier,Licence,2572073,Bon,Non,1975-04-03,
00-40805436,Mariama,Diop,Féminin,Dakar,Pikine,2015-01-23,Opérations,Coordinateur Logistique,Licence,2080222,Bon,Non,1982-10-19,
00-95143591,Awa,Thiam,Masculin,Kaolack,Guinguinéo,2016-08-05,Opérations,Coordinateur Logistique,Licence,1853884,Bon,Non,2002-01-23,
00-73642105,Coumba,Diallo,Masculin,Kaffrine,Koungheul,2020-06-28,Ventes,Spécialiste des Ventes,Master,2602054,Bon,Non,1989-04-09,
00-67040474,Ousmane,Ndiaye,Féminin,Dakar,Dakar,2017-09-19,Opérations,Spécialiste des Stocks,Licence,2094272,Bon,Oui,1988-01-20,
00-58246503,Mariama,Diallo,Féminin,Dakar,Dakar,2019-11-10,Ventes,Responsable des Ventes,Master,2565903,Bon,Non,1986-09-13,
00-81817250,Ousmane,Ba,Masculin,Saint-Louis,Saint-Louis,2019-04-30,Opérations,Coordinateur Logistique,Licence,1688319,Satisfaisant,Non,1996-08-23,
00-70443135,Coumba,Ba,Masculin,Louga,Linguère,2015-10-08,Opérations,Spécialiste des Stocks,Licence,1933782,Bon,Non,1998-02-23,
00-99861199,Ousmane,Sow,Masculin,Saint-Louis,Dagana,2021-01-09,Informatique,Spécialiste Support Informatique,Licence,1737655,Excellent,Non,1977-12-18,
00-82025376,Abdoulaye,Thiam,Masculin,Saint-Louis,Podor,2020-06-02,Opérations,Coordinateur Logistique,Licence,1995425,Bon,Oui,1992-02-04,
00-82325460,Adama,Faye,Féminin,Dakar,Guédiawaye,2020-04-08,Opérations,Coordinateur Logistique,Licence,1686885,Bon,Non,1987-04-27,
00-80825861,Coumba,Ndiaye,Féminin,Diourbel,Diourbel,2023-11-14,Informatique,Administrateur Système,Licence,2528204,Satisfaisant,Non,2001-11-03,
00-18176660,Mariama,Diouf,Masculin,Kaffrine,Koungheul,2019-01-02,Informatique,Développeur Logiciel,Master,2939190,Bon,Non,2003-04-16,
00-74336097,Awa,Diallo,Féminin,Thiès,Tivaouane,2023-10-17,Service Clientèle,Spécialiste Support,Baccalauréat,1894855,Bon,Non,2000-04-30,
00-44063535,Adama,Sow,Masculin,Ziguinchor,Ziguinchor,2015-03-26,Opérations,Coordinateur Logistique,Licence,2042036,Satisfaisant,Oui,1984-05-11,
00-90291375,Coumba,Gueye,Masculin,Sédhiou,Sédhiou,2022-08-13,Service Clientèle,Représentant Service Clientèle,Baccalauréat,2096658,Excellent,Oui,1972-10-07,
00-27743740,Cheikh,Thiam,Masculin,Fatick,Foundiougne,2021-01-29,Service Clientèle,Représentant Service Clientèle,Licence,1661752,À améliorer,Oui,1977-08-04,
00-31841792,Coumba,Sow,Masculin,Saint-Louis,Podor,2017-01-18,Marketing,Créateur de Contenu,Licence,1978820,À améliorer,Non,1985-02-16,
00-25130312,Coumba,Fall,Masculin,Dakar,Guédiawaye,2015-06-14,Informatique,Développeur Logiciel,Licence,3068184,Bon,Non,1994-02-28,
00-38197836,Fatou,Thiam,Masculin,Kolda,Kolda,2023-05-14,Informatique,Développeur Logiciel,Licence,2803040,Bon,Non,1991-04-09,
00-87587787,Coumba,Sow,Masculin,Dakar,Pikine,2017-09-30,Ventes,Représentant Commercial,Licence,2347593,Excellent,Non,1960-04-15,
00-25699847,Mamadou,Ndiaye,Féminin,Dakar,Pikine,2017-01-25,Service Clientèle,Spécialiste Support,Baccalauréat,1908913,Satisfaisant,Non,1987-02-27,
00-18459845,Coumba,Gueye,Féminin,Diourbel,Bambey,2019-07-30,Marketing,Coordinateur Marketing,Licence,1966250,Bon,Oui,1973-09-09,
00-16081352,Mamadou,Thiam,Masculin,Fatick,Fatick,2023-01-24,Informatique,Administrateur Système,Licence,2297770,Bon,Non,1993-11-28,
00-84908042,Abdoulaye,Gueye,Féminin,Dakar,Guédiawaye,2016-12-28,Opérations,Spécialiste des Stocks,Baccalauréat,1958070,À améliorer,Oui,1987-02-05,
00-49657541,Cheikh,Diouf,Féminin,Thiès,Thiès,2018-12-14,Finance,Spécialiste des Comptes Fournisseurs,Licence,2008980,Bon,Non,1981-01-24,
00-18282820,Cheikh,Thiam,Masculin,Dakar,Dakar,2017-01-27,Informatique,Spécialiste Support Informatique,Baccalauréat,2050123,Satisfaisant,Non,1967-09-07,
00-42744914,Awa,Faye,Féminin,Kaolack,Guinguinéo,2020-12-28,Service Clientèle,Spécialiste Support,Baccalauréat,2071073,À améliorer,Non,1977-07-26,
00-74771844,Mariama,Gueye,Féminin,Dakar,Pikine,2023-07-03,Opérations,Coordinateur Logistique,Licence,1782723,Satisfaisant,Non,1981-06-15,
00-28555963,Cheikh,Diouf,Masculin,Kaffrine,Malem Hodar,2018-01-13,Informatique,Spécialiste Support Informatique,Licence,2184314,À améliorer,Oui,1976-02-09,
00-23107454,Mamadou,Diop,Féminin,Dakar,Dakar,2017-04-22,Ventes,Consultant Commercial,Doctorat,3075283,Bon,Non,1970-12-02,
00-64261234,Fatou,Diop,Féminin,Saint-Louis,Podor,2018-06-08,Service Clientèle,Technicien Support,Baccalauréat,2163997,Bon,Oui,2001-10-04,
00-88963818,Adama,Fall,Féminin,Dakar,Pikine,2023-03-11,Finance,Spécialiste des Comptes Fournisseurs,Licence,1907295,Bon,Non,1984-09-26,
00-16184377,Adama,Gueye,Féminin,Dakar,Dakar,2024-10-25,Ventes,Consultant Commercial,Doctorat,2260952,Satisfaisant,Non,2000-04-29,
00-66650860,Mariama,Ba,Masculin,Fatick,Fatick,2016-02-22,Ventes,Représentant Commercial,Licence,2007338,Bon,Non,1982-07-24,
00-59790543,Mariama,Ba,Masculin,Fatick,Foundiougne,2022-10-25,Service Clientèle,Spécialiste Support,Licence,1709392,À améliorer,Oui,1990-12-02,
00-40171534,Mariama,Diop,Féminin,Kaolack,Nioro du Rip,2023-09-07,Opérations,Coordinateur Logistique,Licence,1909646,Bon,Non,1999-06-30,
00-23498489,Adama,Faye,Masculin,Fatick,Foundiougne,2023-10-11,Opérations,Coordinateur Logistique,Licence,1690099,À améliorer,Oui,1970-11-12,
00-93028933,Abdoulaye,Diop,Masculin,Thiès,Mbour,2020-09-07,Opérations,Coordinateur Logistique,Licence,1766542,Satisfaisant,Non,1986-02-27,
00-85389807,Cheikh,Gueye,Féminin,Louga,Linguère,2019-06-13,Opérations,Spécialiste des Stocks,Baccalauréat,1879188,Bon,Non,1973-01-21,
00-84351399,Fatou,Gueye,Masculin,Kaolack,Guinguinéo,2020-05-25,Opérations,Coordinateur Logistique,Licence,1730589,Excellent,Non,1982-11-30,
00-93460620,Adama,Ndiaye,Féminin,Louga,Louga,2018-12-13,Service Clientèle,Spécialiste Support,Baccalauréat,1845461,Satisfaisant,Non,1972-03-15,
00-12070527,Coumba,Sow,Masculin,Dakar,Pikine,2020-05-28,Informatique,Spécialiste Support Informatique,Licence,1904373,Bon,Oui,1998-08-26,
00-79798454,Ibrahima,Ba,Masculin,Dakar,Pikine,2019-06-24,Opérations,Analyste des Opérations,Master,2079202,Satisfaisant,Oui,1990-03-09,
00-96011916,Abdoulaye,Faye,Masculin,Louga,Kébémer,2016-12-03,Finance,Analyste Financier,Master,2934407,Bon,Non,1972-09-06,
00-89371251,Adama,Ndiaye,Masculin,Louga,Linguère,2018-12-23,Informatique,Développeur Logiciel,Master,3148818,Satisfaisant,Oui,1994-07-30,
00-70998022,Adama,Diop,Masculin,Louga,Kébémer,2022-12-19,Opérations,Spécialiste des Stocks,Baccalauréat,2040652,Bon,Non,2001-08-25,
00-12989960,Awa,Ndiaye,Masculin,Dakar,Dakar,2019-05-27,Opérations,Coordinateur Logistique,Licence,1882043,Bon,Non,1996-02-23,
00-58117953,Abdoulaye,Thiam,Féminin,Thiès,Thiès,2020-05-25,Opérations,Spécialiste des Stocks,Licence,1868377,Bon,Non,1994-09-18,
00-11971999,Mariama,Ba,Masculin,Ziguinchor,Bignona,2020-02-01,Service Clientèle,Représentant Service Clientèle,Baccalauréat,1776080,Excellent,Non,2001-02-22,
00-86724177,Ousmane,Ndiaye,Masculin,Dakar,Dakar,2024-09-22,Opérations,Coordinateur Logistique,Licence,1700279,Bon,Non,1986-01-20,
00-55045402,Coumba,Diouf,Masculin,Diourbel,Mbacké,2024-09-14,Marketing,Coordinateur Marketing,Licence,2127343,Satisfaisant,Oui,1981-01-15,
00-75318117,Abdoulaye,Diallo,Féminin,Thiès,Mbour,2022-12-06,Finance,Comptable,Licence,2689026,Satisfaisant,Non,1971-09-13,
00-28517985,Abdoulaye,Diallo,Masculin,Kaolack,Nioro du Rip,2018-07-29,Service Clientèle,Technicien Support,Baccalauréat,2025361,Bon,Non,1973-02-04,
00-20016439,Awa,Thiam,Masculin,Diourbel,Mbacké,2022-02-21,Service Clientèle,Spécialiste Support,Baccalauréat,1736828,Bon,Non,1970-04-21,
00-29415054,Mariama,Ba,Masculin,Diourbel,Mbacké,2021-09-11,Informatique,Administrateur Système,Licence,3112806,Satisfaisant,Non,1976-05-13,
00-28491280,Adama,Diallo,Masculin,Ziguinchor,Bignona,2017-12-01,Ventes,Consultant Commercial,Doctorat,2549655,Bon,Non,1997-03-16,
00-74092715,Ousmane,Thiam,Féminin,Dakar,Pikine,2020-05-15,Ventes,Spécialiste des Ventes,Master,1661798,Excellent,Non,1995-06-19,
00-45478283,Ousmane,Diallo,Féminin,Diourbel,Mbacké,2024-02-16,Service Clientèle,Spécialiste Support,Licence,2145090,Satisfaisant,Oui,1971-11-14,
00-84296506,Ousmane,Diallo,Féminin,Sédhiou,Bounkiling,2018-03-11,Marketing,Créateur de Contenu,Baccalauréat,1627967,Bon,Non,1989-12-24,
00-68400503,Coumba,Ndiaye,Féminin,Kédougou,Saraya,2015-07-28,Opérations,Spécialiste des Stocks,Baccalauréat,2071125,Bon,Oui,1985-11-14,
00-26955528,Ousmane,Fall,Féminin,Thiès,Mbour,2023-06-02,Ventes,Représentant Commercial,Licence,2097492,Satisfaisant,Oui,1995-03-23,
00-12424215,Mamadou,Ba,Masculin,Kédougou,Kédougou,2021-07-25,Marketing,Spécialiste SEO,Baccalauréat,2470696,Bon,Non,1971-09-08,
00-55925432,Adama,Diallo,Masculin,Kaffrine,Kaffrine,2024-02-19,Opérations,Spécialiste des Stocks,Baccalauréat,1810911,Excellent,Non,1991-06-02,
00-38356463,Fatou,Diallo,Masculin,Saint-Louis,Podor,2023-10-10,Opérations,Coordinateur Logistique,Licence,1924554,Bon,Non,1990-02-19,
00-77524762,Fatou,Thiam,Masculin,Dakar,Guédiawaye,2021-03-28,Marketing,Créateur de Contenu,Baccalauréat,1906720,Excellent,Oui,1975-08-14,
00-47580770,Mamadou,Diop,Masculin,Dakar,Pikine,2016-11-20,Ventes,Consultant Commercial,Doctorat,2653302,À améliorer,Oui,1972-09-21,
00-79351663,Fatou,Ndiaye,Masculin,Tambacounda,Goudiry,2022-01-02,Ventes,Représentant Commercial,Licence,1872256,Bon,Non,1985-05-22,
00-42261979,Awa,Ndiaye,Masculin,Tambacounda,Bakel,2024-10-20,Ventes,Spécialiste des Ventes,Master,1936863,Excellent,Oui,1974-04-21,
00-82778882,Ousmane,Diop,Féminin,Tambacounda,Goudiry,2019-01-09,Opérations,Responsable des Opérations,Licence,2673850,Satisfaisant,Non,2003-02-03,
00-57168440,Coumba,Diop,Féminin,Saint-Louis,Dagana,2016-04-25,Opérations,Coordinateur Logistique,Licence,1766544,Excellent,Non,1993-10-16,
00-10137666,Ibrahima,Ndiaye,Féminin,Kaolack,Kaolack,2023-06-29,Informatique,Développeur Logiciel,Master,3173560,Bon,Non,1977-06-09,
00-98172626,Awa,Diouf,Masculin,Kédougou,Salémata,2017-09-19,Opérations,Coordinateur Logistique,Licence,1835495,Satisfaisant,Oui,1990-10-17,
00-15854522,Ousmane,Sow,Masculin,Ziguinchor,Oussouye,2024-10-06,Ventes,Représentant Commercial,Licence,2138012,Bon,Oui,1993-07-01,
00-86438590,Fatou,Sow,Masculin,Thiès,Mbour,2015-07-31,Opérations,Spécialiste des Stocks,Licence,2159490,Bon,Oui,1986-01-07,
00-67738851,Ibrahima,Diouf,Féminin,Ziguinchor,Ziguinchor,2022-06-14,Ventes,Représentant Commercial,Licence,1809751,Bon,Oui,1983-08-25,
00-44416872,Awa,Thiam,Masculin,Ziguinchor,Bignona,2020-07-25,Opérations,Coordinateur Logistique,Licence,2305624,Bon,Non,1963-09-09,
00-53919906,Mariama,Sow,Féminin,Saint-Louis,Podor,2023-05-28,Opérations,Coordinateur Logistique,Licence,2070706,Satisfaisant,Non,1998-01-16,
00-86166812,Coumba,Fall,Féminin,Louga,Louga,2019-11-16,Opérations,Analyste des Opérations,Master,1843851,Satisfaisant,Non,2004-07-13,
00-38633814,Adama,Diouf,Masculin,Dakar,Guédiawaye,2017-03-31,Ventes,Représentant Commercial,Licence,2099939,Bon,Non,1983-05-08,
00-73379945,Awa,Gueye,Masculin,Tambacounda,Tambacounda,2023-04-07,Ventes,Consultant Commercial,Doctorat,2873080,Satisfaisant,Non,1975-12-01,
